item,count,f
"2020",22,11.17
"2021",22,11.17
"2019",21,10.66
"2016",16,8.12
"2017",16,8.12
"2018",15,7.61
"2014",13,6.60
"2022",11,5.58
"2010",10,5.08
"2012",9,4.57
"2015",9,4.57
"2011",8,4.06
"2009",7,3.55
"2013",7,3.55
"0",5,2.54
"2007",2,1.02
"2008",2,1.02
"2003",1,0.51
"2005",1,0.51
