item,count,f
"2021",26,12.32
"2020",23,10.90
"2019",21,9.95
"2017",18,8.53
"2018",18,8.53
"2016",17,8.06
"2014",14,6.64
"2022",13,6.16
"2010",10,4.74
"2012",9,4.27
"2015",9,4.27
"2011",8,3.79
"2009",7,3.32
"2013",7,3.32
"0",5,2.37
"2007",2,0.95
"2008",2,0.95
"2003",1,0.47
"2005",1,0.47
