item,count,f
"2021",21,13.91
"2016",15,9.93
"2017",15,9.93
"2019",15,9.93
"2014",14,9.27
"2018",14,9.27
"2020",14,9.27
"2022",10,6.62
"2012",6,3.97
"2013",6,3.97
"2015",5,3.31
"2009",4,2.65
"2011",4,2.65
"2010",3,1.99
"2005",2,1.32
"0",1,0.66
"2007",1,0.66
"2008",1,0.66
